"","wage","hours","IQ","KWW","educ","exper","tenure","age","married","black","south","urban","sibs","brthord","meduc","feduc"
"778",937,32,113,23,16,12,7,29,1,0,0,1,3,NA,16,12
"779",904,50,98,29,13,7,1,33,1,0,0,1,5,NA,12,NA
"780",872,45,115,30,15,7,4,29,1,0,0,1,3,1,12,18
"781",1200,40,96,26,9,18,0,34,1,0,0,1,4,3,NA,8
"782",1261,40,117,41,17,1,9,35,1,0,0,1,4,1,6,8
"783",950,40,96,38,12,14,2,35,1,0,0,1,1,1,8,2
"784",115,50,108,46,12,9,3,29,1,0,0,1,5,6,10,11
"785",673,40,92,34,17,6,4,31,1,0,0,1,5,5,16,12
"786",1084,45,95,38,15,17,10,37,1,0,0,1,1,2,16,16
"787",1058,40,94,40,14,13,14,34,1,0,0,1,0,1,15,9
"788",800,40,115,38,12,20,12,38,1,0,0,0,7,6,7,8
"789",369,40,117,36,18,11,1,31,0,0,0,0,3,4,NA,NA
"790",1924,40,105,42,16,14,13,36,1,0,0,0,0,1,12,NA
"791",855,40,109,36,12,17,15,36,1,0,0,0,3,1,7,6
"792",864,40,87,38,12,15,6,31,1,0,0,0,1,1,12,12
"793",1092,44,110,34,16,15,13,36,1,0,0,1,4,4,13,13
"794",1025,40,110,30,16,9,4,30,1,0,0,0,3,NA,10,12
"795",850,35,109,32,12,11,2,31,1,0,0,0,2,2,17,NA
"796",673,40,85,21,12,17,10,35,1,0,0,0,2,2,12,12
"797",800,40,105,42,14,12,12,37,1,0,0,0,3,2,10,12
"798",1049,44,122,39,16,7,3,33,1,0,0,0,3,3,10,12
"799",884,40,108,40,17,9,11,35,1,0,0,1,3,2,14,9
"800",800,40,122,38,16,10,2,31,0,0,1,1,3,3,12,8
"801",1200,40,79,32,17,9,9,32,1,0,0,1,0,1,8,8
"802",664,40,105,30,12,8,10,29,1,0,0,1,7,6,12,12
"803",1111,45,90,47,12,18,18,37,1,0,0,1,6,3,NA,NA
"804",850,43,111,38,16,8,8,34,1,0,0,1,4,2,NA,NA
"805",1000,40,110,42,12,6,12,37,1,0,0,1,5,2,8,12
"806",875,40,92,32,12,8,4,29,0,0,0,1,4,NA,14,14
"807",1202,40,131,32,16,10,2,33,1,0,0,0,3,2,12,12
"808",666,40,104,32,12,10,2,29,1,0,0,0,2,3,12,12
"809",923,40,110,39,16,15,11,37,1,0,0,0,2,1,12,7
"810",788,40,99,20,12,10,10,28,1,0,1,1,4,5,10,3
"811",950,40,86,31,10,23,5,38,1,0,1,1,9,9,NA,6
"812",1442,40,105,42,12,9,16,37,1,0,1,1,3,4,NA,NA
"813",866,40,85,26,12,11,12,30,1,1,1,0,8,5,6,0
"814",625,40,72,34,9,17,5,34,1,0,1,0,10,7,4,NA
"815",680,40,86,35,12,13,9,32,0,0,1,0,6,1,6,7
"816",693,40,68,38,12,11,19,35,1,0,1,0,5,2,12,8
"817",875,36,95,22,12,16,2,38,0,1,1,0,8,9,6,NA
"818",2308,40,116,42,17,8,2,38,1,0,0,0,6,1,12,13
"819",1196,45,96,45,14,10,4,32,1,0,1,0,2,3,10,6
"820",700,38,85,36,12,13,8,32,1,1,1,1,6,NA,2,8
"821",721,40,100,32,12,8,8,29,1,0,1,1,3,2,12,4
"822",1500,40,101,38,13,13,2,32,1,0,1,1,5,3,12,8
"823",1050,50,97,31,15,4,9,31,1,1,1,1,2,1,16,9
"824",801,48,100,30,14,6,10,29,1,1,1,1,2,1,NA,NA
"825",640,23,96,39,12,7,3,31,0,1,1,1,5,NA,NA,NA
"826",1198,32,117,39,16,7,9,30,1,0,1,1,1,2,12,12
"827",390,55,93,38,12,4,2,32,1,0,1,1,1,NA,16,13
"828",889,36,116,37,12,12,11,28,1,0,1,1,1,2,9,12
"829",1076,38,106,42,12,19,20,36,1,0,1,1,1,1,12,9
"830",1127,40,98,45,12,17,12,36,1,0,1,1,1,2,14,12
"831",750,50,103,36,15,1,1,37,1,0,1,0,1,1,12,9
"832",855,40,118,41,14,6,14,33,1,0,1,0,3,1,NA,12
"833",525,40,100,22,13,5,1,31,1,0,1,0,1,1,10,12
"834",1104,54,96,39,12,11,4,29,1,0,1,0,1,2,10,12
"835",553,40,67,22,12,11,10,30,1,1,1,0,7,2,8,9
"836",800,43,96,27,12,10,1,29,1,0,1,0,1,1,10,10
"837",1384,50,104,42,13,8,7,31,1,0,1,0,3,1,13,14
"838",425,30,106,34,17,8,0,36,0,0,1,0,0,1,14,12
"839",510,54,62,34,11,13,4,33,0,1,1,1,7,6,2,10
"840",370,32,73,31,12,13,2,31,1,1,1,0,9,2,3,4
"841",596,40,62,26,12,16,14,33,1,1,1,0,9,8,2,8
"842",402,40,76,28,12,9,4,28,1,1,0,1,4,2,NA,10
"843",418,40,76,26,12,12,2,31,1,1,1,0,0,1,9,10
"844",1133,40,106,44,16,13,10,36,1,0,1,0,1,1,12,NA
"845",681,40,94,24,12,18,15,35,0,0,1,1,4,NA,9,10
"846",950,40,81,29,11,16,5,35,1,0,1,0,3,4,10,6
"847",600,40,87,15,10,20,7,36,1,0,1,0,0,1,5,6
"848",661,40,96,25,13,8,6,29,0,0,1,0,3,2,NA,5
"849",925,40,75,27,12,12,9,30,1,0,1,0,2,2,6,NA
"850",550,40,95,34,12,14,13,31,1,0,1,0,0,1,5,5
"851",606,40,86,19,11,13,11,30,1,0,1,0,4,4,3,7
"852",425,40,86,17,10,7,1,30,1,0,1,0,4,4,3,7
"853",340,50,104,41,14,4,1,31,1,0,1,1,5,3,8,18
"854",692,50,95,21,12,16,9,34,1,0,1,1,2,2,7,5
"855",575,40,116,37,12,11,9,29,1,0,1,0,1,2,8,12
"856",571,40,66,20,9,15,10,33,1,0,1,0,5,1,8,6
"857",817,40,101,38,16,11,9,32,1,0,1,1,1,2,0,5
"858",987,40,96,23,12,11,5,29,1,0,1,0,1,2,12,12
"859",616,55,104,41,12,16,18,35,1,0,1,1,4,5,9,NA
"860",1026,60,105,34,16,12,1,35,1,0,0,1,3,1,14,10
"861",808,40,106,34,12,4,3,29,1,0,0,1,1,2,8,7
"862",808,50,101,34,17,8,0,30,1,0,1,1,1,2,15,15
"863",788,40,96,42,12,13,5,36,1,0,1,1,4,1,12,12
"864",850,40,105,34,12,6,2,33,1,0,0,1,1,1,12,9
"865",900,38,106,40,12,10,19,38,1,0,1,1,7,NA,3,2
"866",1418,45,102,44,12,19,20,36,1,0,1,1,2,3,8,8
"867",260,40,75,35,12,21,0,37,1,1,1,0,3,3,NA,NA
"868",662,45,99,27,14,7,2,28,1,1,1,0,6,1,5,5
"869",562,55,90,46,13,4,1,38,1,0,1,0,1,1,12,11
"870",562,80,104,30,12,11,5,28,1,0,1,0,1,NA,12,12
"871",357,70,115,37,13,5,2,30,1,0,1,1,6,7,NA,NA
"872",1009,40,118,37,16,11,12,32,1,0,1,0,0,1,12,10
"873",1442,40,108,40,12,17,17,36,1,0,1,1,1,1,9,12
"874",651,40,76,30,11,11,2,29,1,1,0,1,7,7,10,11
"875",750,40,50,28,12,14,5,32,1,1,1,0,10,NA,3,NA
"876",754,40,55,23,12,13,14,33,1,1,1,0,2,1,10,NA
"877",700,40,73,23,12,17,9,38,1,1,1,0,8,3,NA,NA
"878",503,40,84,14,11,11,2,30,0,1,0,1,3,NA,9,9
"879",937,40,104,37,12,14,15,32,1,0,1,0,1,2,12,9
"880",624,40,92,40,10,18,10,36,1,0,1,0,2,3,10,6
"881",750,40,83,27,12,4,10,32,1,1,1,0,7,1,10,6
"882",900,40,98,36,14,1,8,30,1,1,1,0,7,2,10,6
"883",540,40,70,25,10,12,10,29,1,1,1,0,9,NA,10,7
"884",642,35,87,26,13,9,3,30,1,0,1,0,10,10,4,10
"885",400,50,96,38,15,6,10,28,0,0,1,0,5,NA,12,NA
"886",900,40,80,34,10,15,14,38,1,0,1,0,3,3,12,10
"887",513,40,104,40,16,8,10,33,1,0,1,0,5,2,12,10
"888",894,40,104,35,18,7,10,35,1,0,1,0,7,8,9,8
"889",1282,60,96,24,18,7,5,32,1,0,1,1,4,2,12,18
"890",485,40,89,24,12,10,9,30,0,0,1,0,4,3,12,18
"891",325,55,113,39,12,11,5,29,1,0,1,0,1,2,10,13
"892",769,45,105,29,12,16,5,33,1,0,1,0,4,1,7,7
"893",618,40,84,39,14,6,8,31,0,0,1,1,7,8,7,4
"894",1040,48,108,36,12,16,17,35,1,0,1,1,6,7,7,3
"895",751,40,104,32,12,15,4,34,1,0,1,1,4,3,8,3
"896",380,50,106,28,12,15,11,30,1,0,1,0,2,1,7,7
"897",300,24,83,45,12,16,3,37,1,1,1,1,4,1,3,NA
"898",753,46,70,34,10,21,7,38,1,0,1,1,4,2,12,7
"899",1065,65,104,39,16,10,11,34,1,0,1,1,2,3,11,12
"900",1070,40,91,42,12,13,1,30,1,0,0,1,1,2,14,12
"901",1573,55,112,42,18,7,8,34,1,0,1,1,1,1,14,18
"902",650,40,97,27,10,14,9,30,1,0,1,0,5,1,12,9
"903",700,45,99,40,12,15,7,32,1,0,1,0,4,2,10,10
"904",494,40,74,30,12,16,4,34,1,1,1,0,5,NA,NA,NA
"905",890,48,100,40,12,4,8,31,1,0,1,0,0,1,NA,NA
"906",520,40,86,28,10,15,12,31,1,0,1,0,0,1,6,NA
"907",891,40,90,36,12,16,16,32,1,0,1,0,5,5,12,9
"908",570,50,101,43,12,11,12,30,1,0,0,1,2,3,12,NA
"909",1444,40,109,33,15,11,1,29,1,0,1,1,2,1,11,9
"910",481,48,98,26,12,14,2,31,0,1,0,1,4,3,NA,NA
"911",500,44,107,40,12,21,12,38,1,0,1,0,2,NA,12,7
"912",1473,40,110,48,16,15,15,36,1,0,1,0,1,2,12,14
"913",803,40,120,35,13,4,1,28,1,0,1,1,3,4,10,12
"914",962,50,97,34,16,7,2,30,1,0,1,1,0,1,12,12
"915",1000,44,103,37,12,9,5,29,1,0,1,1,0,1,11,NA
"916",600,40,114,36,16,5,4,30,1,0,1,1,2,1,12,12
"917",450,40,95,31,11,12,2,30,1,0,1,0,2,3,8,8
"918",629,60,93,32,12,6,1,30,1,1,1,0,8,3,10,6
"919",492,60,67,38,12,15,2,34,1,1,1,0,3,NA,8,NA
"920",1562,40,97,28,17,7,2,32,1,0,1,1,5,1,12,13
"921",357,70,97,34,14,6,3,28,1,0,1,0,1,2,13,16
"922",960,40,83,25,13,14,13,32,1,0,1,1,4,NA,10,NA
"923",566,45,104,46,16,5,2,32,1,0,1,0,1,2,12,12
"924",481,40,82,27,12,9,2,32,1,0,1,0,2,2,12,8
"925",1442,40,113,45,16,8,10,35,1,0,1,1,2,2,8,8
"926",645,45,93,39,12,11,3,35,1,0,1,0,7,7,7,8
"927",788,40,100,23,11,15,6,32,1,1,1,0,5,NA,9,NA
"928",644,42,101,38,12,11,5,33,1,0,1,0,4,3,12,NA
"929",477,45,100,33,12,9,3,31,1,0,1,0,3,3,7,7
"930",664,60,82,30,16,10,9,34,1,1,1,1,3,4,16,16
"931",520,40,79,28,16,6,1,30,1,1,1,0,0,1,11,NA
"932",1202,40,102,32,13,10,3,31,1,0,1,1,7,7,8,6
"933",538,45,77,22,12,12,10,28,1,1,1,0,9,NA,7,NA
"934",873,44,109,25,12,12,12,28,1,0,1,0,1,1,NA,11
"935",1000,40,107,32,12,17,18,35,1,0,1,0,5,1,NA,NA
